Reference,Assay,Assay
31908851,Positive,5
31908851,Positive,7
31908851,Positive,5
31908851,Positive,7
31562500,Positive,
31562500,Positive,
31562500,Positive,
31552676,Positive,
31552676,Positive,
31552676,Positive,
31552676,Positive,
31552676,Positive,
31552676,Positive,
32081129,Positive,
32140156,Positive,
32140156,Positive,
32140156,Positive,
32140156,Positive,
32140156,Positive,
32140156,Positive,
32140156,Positive,
32140156,Positive,
32140156,Positive,
32184241,Positive,3
32184241,Positive,3
32184241,Positive,3
32184241,Positive,3
29429978,Positive,
31552676,Positive,
31896552,Positive,
31896552,Positive,
32218786,Positive,4
32218786,Positive,3
32218786,Positive,4
32218786,Positive,3
32218786,Positive,4
32218786,Positive,3
32218786,Positive,4
32218786,Positive,3
32218786,Positive,4
32218786,Positive,3
32218786,Positive,4
32218786,Positive,3
31896552,Positive,
31896552,Positive,
31852786,Positive,4
31852786,Positive,4
31852786,Positive,4
31852786,Positive,4
31852786,Positive,4
31852786,Positive,4
31852786,Positive,4
31852786,Positive,2
31852786,Positive,2
31852786,Positive,4
31852786,Positive,3
31852786,Positive,3
31852786,Positive,3
31852786,Positive,4
31852786,Positive,2
31852786,Positive,3
31852786,Positive,2
31852786,Positive,2
31852786,Positive,2
31852786,Positive,2
31852786,Positive,2
31852786,Positive,2
31852786,Positive,2
31852786,Positive,2
31852786,Positive,2
31852786,Positive,2
31852786,Positive,4
31852786,Positive,4
31852786,Positive,4
31852786,Positive,4
31852786,Positive,4
31852786,Positive,4
31852786,Positive,3
32102902,Positive,
32102902,Positive,
32102902,Positive,
32102902,Positive,
32102902,Positive,
32102902,Positive,
32102902,Positive,
32102902,Positive,
32102902,Positive,
32102902,Positive,
32102902,Positive,
32102902,Positive,
32102902,Positive,
32102902,Positive,
32102902,Positive,
16750575,Positive,5
16750575,Positive,6
32042168,Positive,
20200354,Positive,13
20200354,Positive,
20200354,Positive,17
20200354,Positive,13
20200354,Positive,13
20200354,Positive,
20200354,Positive,5
20200354,Positive,5
20200354,Positive,5
20200354,Positive,6
32042168,Positive,
32042168,Positive,
32042168,Positive,
32042168,Positive,
20200354,Positive,
32060134,Positive,51
16518539,Positive,5
16518539,Positive,5
32060134,Positive,8
32060134,Positive,8
32060134,Positive,8
32042168,Positive,
32042168,Positive,
11984506,Positive,14
11984506,Positive,14
11984506,Positive,14
11984506,Positive,
11984506,Positive,
11984506,Positive,
11984506,Positive,
11984506,Positive,
32140156,Positive,
,Positive,4
32140156,Positive,
32140156,Positive,
32140156,Positive,
32140156,Positive,
32140156,Positive,
32140156,Positive,
32318072,Positive,1
32140156,Positive,
32140156,Positive,
32140156,Positive,
32140156,Positive,
32318072,Positive,1
32318072,Positive,1
32318072,Positive,1
32318072,Positive,1
32318072,Positive,1
32318072,Positive,1
32318072,Positive,1
32318072,Positive,1
32318072,Positive,1
32318072,Positive,1
32318072,Positive,1
11859131,Positive,
18619726,Positive,
18619726,Positive,
18619726,Positive,
18619726,Positive,
18619726,Positive,
18619726,Positive,
18619726,Positive,
18619726,Positive,
11859131,Positive,
11859131,Positive,
11859131,Positive,
11859131,Positive,10
11859131,Positive,
11859131,Positive,
11859131,Positive,10
11859131,Positive,
11859131,Positive,
11859131,Positive,
11859131,Positive,
11859131,Positive,
11859131,Positive,
26819371,Positive,
24223798,Positive,6
24223798,Positive,6
24223798,Positive,
24223798,Positive,
24223798,Positive,
24223798,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
32184781,Positive,
11859131,Positive,
11859131,Positive,
11859131,Positive,
11859131,Positive,
11859131,Positive,
11859131,Positive,
11859131,Positive,
31964784,Positive,
31964784,Positive,
31964784,Positive,
31964784,Positive,
31964784,Positive,
31223481,Positive,
21692558,Positive,
21692558,Positive,
21692558,Positive,
21692558,Positive,
21692558,Positive,
21692558,Positive,
24223798,Positive,22
24223798,Positive,22
30115740,Positive,7
30115740,Positive,3
30115740,Positive,3
30115740,Positive,14
30115740,Positive,10
30115740,Positive,7
30115740,Positive,9
30115740,Positive,8
30115740,Positive,7
30115740,Positive,7
30115740,Positive,7
30115740,Positive,8
30115740,Positive,7
30115740,Positive,8
30115740,Positive,16
30115740,Positive,10
30115740,Positive,
30115740,Positive,
30115740,Positive,
30115740,Positive,
30115740,Positive,
30115740,Positive,
30115740,Positive,
30906664,Positive,
30906664,Positive,
30906664,Positive,
30906664,Positive,
30906664,Positive,
30906664,Positive,
32132233,Positive,1
32132233,Positive,1
32132233,Positive,1
32132233,Positive,1
32132233,Positive,1
32132233,Positive,2
32132233,Positive,2
32132233,Positive,2
32132233,Positive,2
32132233,Positive,2
32132233,Positive,2
32132233,Positive,2
32132233,Positive,1
32132233,Positive,1
32132233,Positive,1
32132233,Positive,2
32132233,Positive,2
32132233,Positive,2
32132233,Positive,2
32132233,Positive,2
30504837,Positive,15
30504837,Positive,12
30906654,Positive,
30906654,Positive,
30906654,Positive,
11859131,Positive,
11859131,Positive,
11859131,Positive,
11859131,Positive,
32310221,Positive,
23011082,Positive,42
32132233,Positive,1
32132233,Positive,1
32132233,Positive,1
32132233,Positive,1
32132233,Positive,1
23011082,Positive,32
32132233,Positive,1
32132233,Positive,1
32132233,Positive,1
32132233,Positive,1
32132233,Positive,1
32132233,Positive,1
32132233,Positive,1
32132233,Positive,1
32132233,Positive,1
32132233,Positive,1
32132233,Positive,1
32132233,Positive,1
32132233,Positive,1
32132233,Positive,1
32132233,Positive,1
32132233,Positive,1
32132233,Positive,1
32132233,Positive,1
32132233,Positive,1
32132233,Positive,1
32132233,Positive,1
32132233,Positive,1
32132233,Positive,1
32132233,Positive,1
32132233,Positive,1
32132233,Positive,1
32132233,Positive,1
32132233,Positive,1
32132233,Positive,1
32310221,Positive,
32310221,Positive,
23011082,Positive,38
23011082,Positive,43
23011082,Positive,32
23011082,Positive,31
23011082,Positive,37
23011082,Positive,40
32310221,Positive,
32310221,Positive,
32310221,Positive,
32310221,Positive,
32310221,Positive,
32310221,Positive,
32310221,Positive,
32310221,Positive,
32310221,Positive,
32310221,Positive,
32310221,Positive,
32310221,Positive,
32310221,Positive,
32310221,Positive,
32310221,Positive,
32310221,Positive,
32310221,Positive,
32310221,Positive,
32310221,Positive,
32310221,Positive,
32310221,Positive,
32310221,Positive,
32310221,Positive,
32310221,Positive,
32310221,Positive,
32310221,Positive,
32310221,Positive,
32310221,Positive,
32310221,Positive,
32310221,Positive,
32310221,Positive,
32310221,Positive,
32310221,Positive,
32310221,Positive,
32310221,Positive,
32310221,Positive,
32310221,Positive,
30880120,Positive,5
30880120,Positive,1
32439798,Positive,
32439798,Positive,
32439798,Positive,
32314731,Positive,
32314731,Positive,
32314731,Positive,7
32314731,Positive,7
32314731,Positive,
32314731,Positive,7
32314731,Positive,2
32314731,Positive,7
32314731,Positive,7
32314731,Positive,1
32314731,Positive,7
32314731,Positive,7
32314731,Positive,7
32314731,Positive,7
32314731,Positive,3
32314731,Positive,
32314731,Positive,3
32314731,Positive,
32314731,Positive,
30256815,Positive,3
30504837,Positive,15
30504837,Positive,12
30504837,Positive,15
30504837,Positive,12
30504837,Positive,15
30504837,Positive,12
30504837,Positive,15
30504837,Positive,12
32269122,Positive,1
32269122,Positive,1
32269122,Positive,1
32269122,Positive,1
32269122,Positive,1
32269122,Positive,1
32269122,Positive,2
32269122,Positive,2
32269122,Positive,2
32269122,Positive,2
32269122,Positive,1
32269122,Positive,1
32269122,Positive,1
32269122,Positive,1
32269122,Positive,1
32269122,Positive,1
29212853,Positive,9
29212853,Positive,
29212853,Positive,9
29212853,Positive,
29212853,Positive,
29212853,Positive,
29895573,Positive,
29895573,Positive,
29895573,Positive,
29895573,Positive,
29895573,Positive,
29895573,Positive,
29895573,Positive,
29895573,Positive,
30256815,Positive,2
30256815,Positive,2
30256815,Positive,2
28314751,Positive,5
28314751,Positive,5
28314751,Positive,
28314751,Positive,
28314751,Positive,5
28314751,Positive,
28314751,Positive,
28314751,Positive,5
28314751,Positive,
28314751,Positive,2
28314751,Positive,5
28314751,Positive,
28314751,Positive,
28314751,Positive,
28314751,Positive,2
28314751,Positive,5
28314751,Positive,5
28314751,Positive,
28314751,Positive,2
28314751,Positive,5
28314751,Positive,
28314751,Positive,
28314751,Positive,
30880120,Positive,3
30880120,Positive,1
30504837,Positive,3
30504837,Positive,3
30504837,Positive,3
30504837,Positive,3
30504837,Positive,3
30504837,Positive,3
30504837,Positive,3
30504837,Positive,3
30504837,Positive,10
30504837,Positive,10
26681737,Positive,1
26681737,Positive,1
26681737,Positive,1
32081741,Positive,
32081741,Positive,
32081741,Positive,
26681737,Positive,1
30340600,Positive,
30340600,Positive,
30340600,Positive,
30340600,Positive,
30340600,Positive,
26681737,Positive,1
30340600,Positive,
30340600,Positive,
30340600,Positive,
30340600,Positive,
30340600,Positive,
32362897,Positive,
32362897,Positive,
32362897,Positive,
32362897,Positive,
32362897,Positive,
32362897,Positive,
32362897,Positive,
32362897,Positive,
32362897,Positive,
32362897,Positive,
32362897,Positive,
32362897,Positive,
32362897,Positive,
32081741,Positive,
32391625,Positive,4
32391625,Positive,
32391625,Positive,
32391625,Positive,
32391625,Positive,
32391625,Positive,
15382173,Positive,10
15382173,Positive,2
32645549,Positive,
32645549,Positive,
32645549,Positive,
32645549,Positive,
32645549,Positive,
32645549,Positive,
32645549,Positive,
32645549,Positive,
32645549,Positive,
32645549,Positive,
32645549,Positive,
32645549,Positive,
32645549,Positive,
32645549,Positive,
32645549,Positive,
32645549,Positive,
32645549,Positive,
32645549,Positive,
32645549,Positive,
32645549,Positive,
32645549,Positive,
32645549,Positive,
32645549,Positive,
32645549,Positive,
32645549,Positive,
32645549,Positive,
32645549,Positive,
32645549,Positive,
32645549,Positive,
15039371,,
15039371,,
15039371,,
15039371,,
15762882,,
